,Date,Close,High,Low,Open,Volume,Returns
25,2020-02-07,77.25636291503906,78.06989154294402,76.76631409771366,77.82124622907054,117684000,-0.013592760736375609
26,2020-02-10,77.62328338623047,77.62328338623047,75.76448107418051,75.84414097834794,109348800,0.0047493883655242985
27,2020-02-11,77.15496826171875,78.19059132825674,76.93770658748598,78.11817322586252,94323200,-0.0060331785011144
28,2020-02-12,78.98722839355469,78.9920538114317,77.60398368209574,77.60398368209574,113730400,0.02374779191951304
29,2020-02-13,78.42473602294922,78.75063214721084,78.05780543857192,78.26058344838953,94747600,-0.007121307862618553
30,2020-02-14,78.44406127929688,78.69270656111114,77.93711251400148,78.3933612458328,80113600,0.0002464178692549446
31,2020-02-18,77.0077133178711,77.1887659353896,75.94794846047884,76.12900107799734,152531200,-0.01831047421565446
32,2020-02-19,78.12300872802734,78.35234502696264,77.24912913343354,77.24912913343354,93984000,0.014482905180583039
33,2020-02-20,77.321533203125,78.3716398349872,76.81700080414447,77.88400744802773,100566000,-0.010259148206804847
34,2020-02-21,75.57138061523438,77.3577728316972,74.9558044913532,76.91600019658557,129554000,-0.022634737250914916
35,2020-02-24,71.9817123413086,73.43013371315247,69.82115488187272,71.75962518984169,222195200,-0.04750036647077138
36,2020-02-25,69.54351806640625,73.03180163978591,69.07278565467855,72.65038734565039,230673600,-0.033872412805927676
37,2020-02-26,70.64674377441406,71.90928692764982,69.16211349223191,69.16935530367469,198054800,0.015863817918362333
38,2020-02-27,66.0286865234375,69.04140503149553,65.89350114490772,67.85852928583456,320605600,-0.06536829589376025
39,2020-02-28,65.99004364013672,67.20913548442363,61.88860137685158,62.103453983809466,426510000,-0.0005852438589258879
40,2020-03-02,72.13375091552734,72.76864304990521,67.04255398411118,68.14335292241482,341397200,0.09310051844932987
41,2020-03-03,69.84286499023438,73.3866667341741,68.99311992366323,73.30700681770827,319475600,-0.03175886317038645
42,2020-03-04,73.08251190185547,73.24183913660247,70.76262721041282,71.5616724101691,219178400,0.046384794095632786
43,2020-03-05,70.71189880371094,72.31239742072097,70.34737725228122,71.33954185333918,187572800,-0.0324374879359387
44,2020-03-06,69.77286529541016,70.20497969740977,67.88992061879122,68.07579869358199,226176800,-0.013279709980740906
45,2020-03-09,64.25438690185547,67.13191312620091,63.48913439783881,63.67018706247143,286744800,-0.07909204201647868
46,2020-03-10,68.88207244873047,69.14761776690831,65.02685833500999,66.9025682079639,285290000,0.07202131667591027
47,2020-03-11,66.48977661132812,67.8875051992336,65.62796418784407,66.96293286366341,255598800,-0.03473031156521822
48,2020-03-12,59.923587799072266,65.17894285229022,59.86806602728879,61.78481034349421,418474000,-0.09875486348283435
49,2020-03-13,67.10295867919922,67.57369864386347,61.06303960348822,63.945402847171366,370732000,0.11980876218893721
50,2020-03-16,58.470340728759766,62.54281272853614,57.93683739697829,58.40757346412376,322423600,-0.12864735207443867
51,2020-03-17,61.04128646850586,62.1879493594709,57.550590391518064,59.74977632698614,324056000,0.043970083083191724
52,2020-03-18,59.54701232910156,60.35088658037525,57.241607725026064,57.88132933289352,300233600,-0.024479728817236923
53,2020-03-19,59.09075164794922,61.03646337436918,58.56690646649194,59.72081496454535,271857200,-0.0076621926660350725
54,2020-03-20,55.339332580566406,60.79263606329375,55.03999095282429,59.67010772190427,401693200,-0.0634857226006027
55,2020-03-23,54.163700103759766,55.16069770044325,51.32479637531141,55.05930867623348,336752800,-0.021244066778273507
56,2020-03-24,59.59770202636719,59.793238287645494,56.56084531140466,57.05813597182242,287531200,0.10032553005421829
57,2020-03-25,59.26940155029297,62.34246775825758,58.97488892002493,60.5319411050652,303602000,-0.005508609642851159
58,2020-03-26,62.38831329345703,62.44624776872447,59.47215893769996,59.51078437689467,252087200,0.05262262924179373
59,2020-03-27,59.80531311035156,61.76792134587147,59.638744081772344,61.0147434951052,204216800,-0.041401987756196634
60,2020-03-30,61.512020111083984,61.683418202528024,60.206026401052306,60.529509863529455,167976400,0.0285377153294597
61,2020-03-31,61.386497497558594,63.36600556092488,60.833685075362965,61.70273919270683,197002000,-0.002040619269188526
62,2020-04-01,58.156517028808594,60.04187774072141,57.726819101176545,59.50596168562525,176218400,-0.05261711614803333
63,2020-04-02,59.12696075439453,59.18006982201146,57.1884908369524,58.01891951220774,165934000,0.01668675799661834
64,2020-04-03,58.277217864990234,59.31283722451452,57.68819275537644,58.6127685713981,129880000,-0.014371496159493402
65,2020-04-06,63.36117935180664,63.51567376682207,60.201208300554335,60.568138982385115,201820400,0.08723754621564694
66,2020-04-07,62.627323150634766,65.58934951590757,62.52352138900803,65.37208042052816,202887200,-0.011582110823682878
67,2020-04-08,64.23019409179688,64.54401551458356,63.06180270746664,63.426316773339735,168895200,0.02559379613442503
68,2020-04-09,64.69371795654297,65.19584133375365,63.89950579064059,64.86511973614601,161834800,0.007216603830958901
69,2020-04-13,65.96350860595703,66.07214313145124,64.17229133387406,64.77097468626023,131022800,0.019627727227967018
70,2020-04-14,69.29486846923828,69.58455560243435,67.12223707141726,67.59297682109842,194994800,0.050503072587930964
71,2020-04-15,68.66239166259766,69.1210568119712,67.74506136385055,68.17234288135833,131154400,-0.009127325307232481
72,2020-04-16,69.20799255371094,69.57251431493546,68.1603019063984,69.37456161234648,157125200,0.007946138750807297
73,2020-04-17,68.26888275146484,69.27071281641788,66.83494587833935,68.72513874157185,215250000,-0.01356938364477589
74,2020-04-20,66.85186767578125,67.99853426971617,66.83255863780644,67.09810395402242,130015200,-0.0207563829752756
75,2020-04-21,64.78543090820312,66.9290943328298,64.07570430499436,66.69493273426029,180991600,-0.03091068117348561
76,2020-04-22,66.65148162841797,67.08600481082404,65.71000982183998,66.05038214006461,116862400,0.02880355496683995
77,2020-04-23,66.3932113647461,68.0154433517939,66.35458591659604,66.59598944224571,124814400,-0.0038749365709787043
78,2020-04-24,68.3099365234375,68.31959472449138,66.86875759043463,66.91704122865521,126161200,0.028869294304224136
79,2020-04-27,68.35823822021484,68.68895986495261,67.58091858862758,68.02750920842628,117087600,0.0007070962035042871
80,2020-04-28,67.25018310546875,69.00035846269303,67.15845596472252,68.81930583953189,112004800,-0.016209532948706418
81,2020-04-29,69.45903778076172,69.92736120107678,68.53204914375017,68.73482721743544,137280800,0.03284533325104566
82,2020-04-30,70.9243392944336,71.10056648651737,69.60869475205328,69.99735081766806,183064000,0.021095908617348114
83,2020-05-01,69.78251647949219,72.17965163700352,69.00519685948858,69.1017567929507,240616800,-0.016099167455071672
84,2020-05-04,70.76985168457031,70.89779524622708,69.11865261133845,69.80665406694762,133568000,0.014148747492766178
85,2020-05-05,71.83203887939453,72.66246767070962,71.08368641004002,71.2285300116976,147751200,0.015009035197057097
86,2020-05-06,72.57315063476562,73.20321036598678,72.14827802802382,72.53210878963873,142333600,0.010317286922836955
87,2020-05-07,73.32389068603516,73.66910326152602,72.89660917840814,73.19836352852457,115215200,0.010344597756927199
88,2020-05-08,75.06912994384766,75.1223827731926,73.65551811313698,73.98229650289032,133838400,0.023801781949698064
89,2020-05-11,76.25038146972656,76.74417245398942,74.36959376483475,74.57776663572473,145946400,0.015735516406843786
90,2020-05-12,75.37896728515625,77.38319884408511,75.25793879153254,76.93296900656856,162301200,-0.01142832557390272
91,2020-05-13,74.46882629394531,76.4779036027934,73.39409274246334,75.55808267285332,200622400,-0.012074203507828729
92,2020-05-14,74.92633056640625,74.98684482021679,72.98745151047878,73.7087840752181,158929200,0.0061435676541357065
93,2020-05-15,74.48334503173828,74.52933644505968,72.66791783323735,72.70180935336562,166348400,-0.00591228118765752
94,2020-05-18,76.2382583618164,76.611028150083,75.11511790410643,75.80498172029709,135178400,0.023561150876485693
95,2020-05-19,75.79773712158203,77.0999976554672,75.76626852775506,76.25522103808397,101729600,-0.0057782175209685205
96,2020-05-20,77.2718505859375,77.34204178986873,76.61587086677298,76.65460086911052,111504800,0.019447987767641894
97,2020-05-21,76.69576263427734,77.67367499164858,76.45854411277335,77.1338852173559,102688800,-0.00745534042852336
98,2020-05-22,77.1895523071289,77.27185079219365,76.33266854723075,76.43432834001963,81803200,0.006438291450418188
99,2020-05-26,76.66671752929688,78.4845606060167,76.61104175906425,78.30544078691085,125522000,-0.006773387877050063
100,2020-05-27,77.00074005126953,77.1459757123096,75.7856167074525,76.52389490649263,112945200,0.004356812613570016
101,2020-05-28,77.0346450805664,78.29092158030248,76.40045688271769,76.6763980387844,133560800,0.00044032082385569993
102,2020-05-29,76.95958709716797,77.73658783652532,76.60376308600569,77.27668110998019,153532400,-0.0009743406141475841
103,2020-06-01,77.90604400634766,78.02707250180976,76.78289602270274,76.91360886615988,80791200,0.012298102742998251
104,2020-06-02,78.2667007446289,78.29090791932163,77.19922860751555,77.63977407114822,87642800,0.0046293807223976025
105,2020-06-03,78.69756317138672,78.95898884323296,78.01496072344597,78.58621903033732,104491200,0.005505054162991296
106,2020-06-04,78.01981353759766,78.81859867793425,77.64704369151033,78.52087329742372,87560400,-0.008612079033668008
107,2020-06-05,80.24188995361328,80.30240419943048,78.2400813612976,78.26912701737099,137250400,0.028480924463435198
108,2020-06-08,80.7163314819336,80.75022301034842,79.23010522661079,79.93933051935436,95654400,0.005912641496786497
109,2020-06-09,83.26518249511719,83.6573136410901,80.36534445233356,80.39681304328083,147712400,0.03157788475253098
110,2020-06-10,85.4073715209961,85.87453965160508,83.77348714351568,84.2116096226659,166651600,0.025727308362105905
111,2020-06-11,81.30696105957031,84.97654679882439,81.20530123598519,84.55294696423167,201662400,-0.04801002991197023
112,2020-06-12,82.0089111328125,84.18742419889422,80.90029328946143,83.44189186655679,200146000,0.00863333303931868
113,2020-06-15,83.02311706542969,83.6742509001126,80.50330314287096,80.6654845616587,138808800,0.012367021078656837
114,2020-06-16,85.22340393066406,85.49451390772815,83.44186840333514,85.07332981023045,165428800,0.02650209896962008
115,2020-06-17,85.10479736328125,86.02703369979835,84.9837688951085,85.96651946571197,114406400,-0.0013917135659038404
116,2020-06-18,85.13870239257812,85.55504068464955,84.53113702208627,85.06124238777585,96820400,0.00039839151666321015
117,2020-06-19,84.65216827392578,86.30783714893171,83.54596609025744,85.8430918789263,264476000,-0.005714605754841284
118,2020-06-22,86.86699676513672,87.0098095125726,84.99831637895207,85.04430780115948,135445200,0.02616387195238734
119,2020-06-23,88.72113800048828,90.1371727058119,87.6899729783668,88.1087341820106,212155600,0.021344599265525677
120,2020-06-24,87.1550521850586,89.26821268122214,86.78228229668392,88.3508144843821,192623200,-0.017651777814449043
121,2020-06-25,88.31207275390625,88.35080275936323,86.55232106785238,87.30996064055707,137522400,0.013275427411722829
122,2020-06-26,85.59860229492188,88.42824869367755,85.4509437109353,88.20797597788908,205256800,-0.030725928792837087
123,2020-06-29,87.57137298583984,87.6657787527797,85.02977472321102,85.50662726415537,130646000,0.023046762891302475
124,2020-06-30,88.30240631103516,88.58803923582462,87.14053545970367,87.15989677286147,140223200,0.008347857299365602
125,2020-07-01,88.13534545898438,88.92203048346985,88.08693850505696,88.37982532273861,110737200,-0.0018919173217355478
126,2020-07-02,88.13534545898438,89.67483137890527,88.02158579310888,89.04064340262327,114041600,0.0
127,2020-07-06,90.49301147460938,90.96017971455592,89.52962194946613,89.56109054157537,118655600,0.026750516530535284
128,2020-07-07,90.21221923828124,91.6476154008952,90.100875092419,90.87061453958542,112424400,-0.0031029162556593937
129,2020-07-08,92.3132553100586,92.344723894615,91.1005476599512,91.1876920007991,117092000,0.023289927789358567
130,2020-07-09,92.7102508544922,93.25729463316677,91.664562876346,93.2040417994558,125642800,0.004300525889810558
131,2020-07-10,92.87242126464844,92.93051996359854,91.69602787555728,92.30600881208682,90257200,0.0017492176826352512
132,2020-07-13,92.44400024414062,96.77924249240976,92.2309888780557,94.17470651308923,191649200,-0.004613005827499461
133,2020-07-14,93.97379302978516,94.16501274371473,90.89482765300735,91.82674120591236,170989200,0.01654831878331109
134,2020-07-15,94.6200714111328,96.09419752364778,93.42430934647336,95.84487913129124,153198000,0.0068772192811543675
135,2020-07-16,93.4557876586914,94.31024858615012,92.8579065641584,93.49451766571708,110577600,-0.012304828511304655
136,2020-07-17,93.26697540283205,94.06092201052024,92.79496133182224,93.90600938284572,92186800,-0.00202033775103283
137,2020-07-20,95.23247528076172,95.37044953138845,93.01039399095431,93.35411815070974,90318000,0.021073910346512514
138,2020-07-21,93.91810607910156,96.09661884897764,93.66878769091768,96.02158177786352,103433200,-0.013801691049037279
139,2020-07-22,94.18195343017578,94.86213298167614,93.5332424693202,93.62037944003524,89001600,0.002809334239044281
140,2020-07-23,89.8951187133789,93.99314144318696,89.08664931990235,93.91568143989768,197004400,-0.045516519467554195
141,2020-07-24,89.67243194580078,90.01615612762265,86.31267968652797,88.09664593771886,185438800,-0.002477184198267035
142,2020-07-27,91.79769134521484,91.88967418415685,90.50995376100629,90.73264205708286,121214000,0.02370025383830998
143,2020-07-28,90.2896957397461,91.54597232497112,90.28484987143668,91.36926803254836,103625600,-0.01642738050783621
144,2020-07-29,92.02037048339844,92.20433612820618,90.73504867705178,90.7713557419502,90329200,0.019168020552875698
145,2020-07-30,93.13384246826172,93.23792519284922,90.78830982976132,91.19496376791191,158130000,0.012100277134443393
146,2020-07-31,102.88388061523438,103.03395473140316,97.6215578817257,99.61611202784768,374336800,0.10468845575973407
147,2020-08-03,105.476318359375,108.09053052398436,104.46452205826068,104.76224738585148,308151200,0.025197705691485606
148,2020-08-04,106.18070220947266,107.26995848073892,104.9437873579768,105.66511972582128,173071600,0.006678123213380571
149,2020-08-05,106.56560516357422,106.88512220917497,105.43761854161588,105.90237127948916,121776800,0.0036249803033157058
150,2020-08-06,110.28357696533205,110.77737527223312,106.30900549573542,106.89720218347466,202428800,0.03488904131920312
151,2020-08-07,107.77620697021484,110.26176460572712,106.98082882286342,109.80587577731004,198045600,-0.022735660776630473
152,2020-08-10,109.34271240234376,110.3587604567114,106.69710821737102,109.21903838608284,212403600,0.014534798321134579
153,2020-08-11,106.0908660888672,109.10505737675729,105.83139636601508,108.60794885006548,187902400,-0.029739945553123648
154,2020-08-12,109.61673736572266,109.8737798216829,106.98568204543376,107.17967383850517,165598000,0.03323444710029988
155,2020-08-13,111.5566864013672,112.55818551229297,110.50668564136352,110.99409983343942,210082000,0.017697562272558365
156,2020-08-14,111.45724487304688,111.54696624880587,109.65066604650144,111.3820725095563,165565200,-0.0008913990862237098
157,2020-08-17,111.1662368774414,112.60180092329254,110.54060722184435,112.57755010556632,119561600,-0.0026109383552135323
158,2020-08-18,112.09256744384766,112.5169308684593,110.58425829007268,110.91890034610188,105633600,0.008332840909488715
159,2020-08-19,112.23322296142578,113.64453639963617,112.13865437862,112.4999671955,145538000,0.0012548157365437351
160,2020-08-20,114.72362518310548,114.8375973733061,112.2574641314498,112.27444044495672,126907200,0.022189527806179443
161,2020-08-21,120.6356201171875,121.11817961837232,115.6693525872738,115.6814742972318,338054800,0.05153249755354339
162,2020-08-24,122.07845306396484,124.91805616382936,120.21610549023625,124.83317459173284,345937600,0.0119602563933916
163,2020-08-25,121.07694244384766,121.42128630177416,119.35766525675145,120.95327585147248,211495600,-0.008203827907226402
164,2020-08-26,122.72348022460938,123.17936898693924,121.32671591454528,122.39126546065717,163022400,0.013599102748447223
165,2020-08-27,121.25640106201172,123.65708422717836,120.11425182681508,123.32486945527224,155552400,-0.01195434777365012
166,2020-08-28,121.05998992919922,122.64589153107448,120.8368927318248,122.22880256231409,187630000,-0.0016198001185278033
167,2020-08-31,125.1654052734375,127.06656032182518,122.2166916072517,123.7492518971319,225702700,0.03391223926781506
168,2020-09-01,130.1510772705078,130.75247109042868,126.61067882372832,128.77371625173845,151948100,0.03983266771020766
169,2020-09-02,127.45452117919922,133.8369490459464,123.18664339139956,133.45865994566697,200119000,-0.020718661326974863
170,2020-09-03,117.25040435791016,124.97139321089942,116.88181705951084,123.09935129507484,257599600,-0.08006084622876752
171,2020-09-04,117.32803344726562,119.98575966617278,107.56039728695784,116.46475733163176,332607200,0.0006620795022462822
172,2020-09-08,109.4324188232422,115.41715402612338,109.29662311428592,110.52848630276392,231366600,-0.0672952097809787
173,2020-09-09,113.7973175048828,115.56266939432574,111.799173992742,113.7391214492864,176940500,0.03988670568171293
174,2020-09-10,110.08229064941406,116.88180696925608,109.12201895469966,116.74601127102618,182274400,-0.032645996732825755
175,2020-09-11,108.6370620727539,111.77008060116816,106.69711453574044,111.12989436180372,180860300,-0.013128620127127122
176,2020-09-14,111.89616394042967,112.44904864015744,109.41303369608222,111.27538137934282,140150100,0.029999908000946762
177,2020-09-15,112.0707550048828,115.26196916143692,110.1987055878256,114.7769823425134,184642000,0.0015602953515552187
178,2020-09-16,108.76315307617188,112.51695412354394,108.67585899150184,111.77007759799923,154679000,-0.029513515176790017
179,2020-09-17,107.0268783569336,108.83102975873638,105.44582412860576,106.42549948987327,178011000,-0.015963813756137535
180,2020-09-18,103.63197326660156,107.55066740012516,102.90449308489,107.08508422800398,287104900,-0.03172011687578191
181,2020-09-21,106.77469635009766,106.88139403880808,100.00427732246104,101.4010416835348,195713800,0.030325805679789486
182,2020-09-22,108.45274353027344,109.47121874863322,105.88231946545224,109.29662320835186,183055400,0.015715775717813463
183,2020-09-23,103.90357971191406,108.74374613747926,103.56408301527632,108.2684611226227,150718700,-0.04194604645561151
184,2020-09-24,104.97052001953124,106.93956479035168,101.8472045622397,102.01209826021856,167743300,0.0102685615892677
185,2020-09-25,108.90863800048828,109.0638373334494,104.43705897382922,105.17424100477152,149981400,0.037516418707121746
186,2020-09-28,111.50817108154295,111.85736219121794,109.39362820642744,111.5566727246746,137672400,0.023868933895243583
187,2020-09-29,110.66429138183594,111.84766043177646,110.15990833447874,111.11048577797068,99382200,-0.0075678732017755435
188,2020-09-30,112.3326416015625,113.73910777869786,110.2084044241761,110.37329816208845,142675200,0.015075777370408439
189,2020-10-01,113.28323364257812,114.18530951408272,112.35205974301084,114.1077098390407,116120400,0.008462295798111086
190,2020-10-02,109.62641143798828,111.9058552854288,108.8504370093438,109.50031753591524,144712000,-0.03228034800037172
191,2020-10-05,113.00191497802734,113.14741248595816,110.14049605673377,110.48968711564348,106243800,0.030790969947497304
192,2020-10-06,109.76219940185548,112.63331993229768,108.8795200082146,112.22592545814258,161498200,-0.02866956349192673
193,2020-10-07,111.62458038330078,112.080469227634,110.70310088509402,111.17839334850784,96849000,0.016967416757264875
194,2020-10-08,111.51787567138672,112.90493833599004,111.14928093514196,112.75944080327828,83477200,-0.0009559248648250973
195,2020-10-09,113.45781707763672,113.48691510258756,111.46936816913345,111.81855926916631,100506900,0.017395788743021612
196,2020-10-12,120.66472625732422,121.4213045373118,115.6984583933761,116.45503667336372,240226800,0.06352060497300038
197,2020-10-13,117.46379852294922,121.62498605023444,116.05733979847938,121.50858655705257,262330500,-0.026527452004066587
198,2020-10-14,117.55110931396484,119.33585728240598,116.0282509755602,117.36681195189108,150712000,0.0007432995707061796
199,2020-10-15,117.08551025390624,117.56079523723751,114.60238025084044,115.15526489684528,112559200,-0.003960822341667947
200,2020-10-16,115.4462661743164,117.90030584427576,115.24257258596,117.63840880188036,115393800,-0.014000400869715102
201,2020-10-19,112.49755096435548,116.80422908289772,112.1871596819352,116.35804207693808,120639300,-0.025541884615900456
202,2020-10-20,113.98158264160156,115.40744480290576,112.15802781204344,112.7109123847624,124423700,0.013191679859024585
203,2020-10-21,113.3608169555664,115.14556482205543,112.95342242055368,113.16681779596242,89946000,-0.005446192899313029
204,2020-10-22,112.2744598388672,114.49570058030427,111.14928675399084,113.92341222842757,101988000,-0.009583180025290572
205,2020-10-23,111.58578491210938,113.0504473968912,110.84860276475848,112.8952480394225,82572600,-0.006133852059909239
206,2020-10-26,111.5954818725586,113.05044248419397,109.49063323015535,110.58670829378724,111850700,8.690139570077804e-05
207,2020-10-27,113.0989227294922,113.7585050877902,111.10077943831496,112.0222514181482,92276800,0.013472237690147049
208,2020-10-28,107.86106872558594,111.96406058991155,107.76407283902444,111.59547326085324,143937800,-0.04631214760934599
209,2020-10-29,111.85736083984376,113.41901900582576,108.83104039265947,108.99594153712782,146129200,0.037050366378484245
210,2020-10-30,105.59133911132812,108.6273541724171,104.4855696692542,107.72527832227132,190272600,-0.05601796503573209
211,2020-11-02,105.50403594970705,107.356689266343,104.09757704674024,105.8338308554218,122866900,-0.0008268022960579158
212,2020-11-03,107.12388610839844,108.14235394209176,105.46523215040254,106.36730788899447,107624400,0.015353442587386468
213,2020-11-04,111.49846649169922,112.1192490266788,108.97653651830576,110.71279021468384,138235500,0.040836647569657325
214,2020-11-05,115.45597839355467,116.02826677461476,113.36083886704176,114.40840493014188,126387100,0.03549386844840674
215,2020-11-06,115.32481384277344,115.82034860014043,112.8373918555085,114.96530169353449,114457900,-0.0011360568123560677
216,2020-11-09,113.02200317382812,118.53124107554255,112.75966168887598,117.08348880826458,154515300,-0.019968041501327027
217,2020-11-10,112.68192291259766,114.25598657554706,110.8940882741732,112.27383288243148,138023400,-0.0030089739314513864
218,2020-11-11,116.10211181640624,116.23814181960137,113.1385925604224,113.86732789743012,112295000,0.03035259618760211
219,2020-11-12,115.83006286621094,117.1126368852454,115.2082092456536,116.22844178007917,103162300,-0.0023431869234686875
220,2020-11-13,115.87863159179688,116.27700303551688,114.52804275815,116.05352836084144,81581900,0.0004193101892902007
221,2020-11-16,116.88914489746094,117.55957633149036,114.80010222486769,115.54826720324448,91183000,0.008720445623001227
222,2020-11-17,116.00493621826172,117.24864320805052,115.58712770640344,116.16040329852451,74271000,-0.007564506353219369
223,2020-11-18,114.6834945678711,116.42274359265691,114.6543463438762,115.24705160870012,76322100,-0.011391253626521158
224,2020-11-19,115.27621459960938,115.68430461397098,113.49809857736044,114.25598215062608,74113000,0.005168311568911177
225,2020-11-20,114.01306915283205,115.4025248266936,113.96449124482857,115.27621337018954,73604300,-0.010957554870834607
226,2020-11-23,110.62200927734376,114.28512261237464,110.52484606012634,113.85759556092404,127959300,-0.029742729501848975
227,2020-11-24,111.90459442138672,112.56531474410036,109.39774313111327,110.68032441615657,113874200,0.011594303452103771
228,2020-11-25,112.7402114868164,113.43979858279867,111.90459439029078,112.27382503154756,76499200,0.007467227505272067
229,2020-11-27,113.2843246459961,114.15880846315034,112.92481998616722,113.26489496698316,46691300,0.004826256328633205
230,2020-11-30,115.67459106445312,117.54015173092948,113.4980962071516,113.65356330256418,169410200,0.021099710184320886
231,2020-12-01,119.24053192138672,119.969267237973,116.60736920035772,117.57901628913945,127728200,0.03082734785677066
232,2020-12-02,119.59033966064452,119.87211823940518,117.46242991146435,118.56038858339666,89004200,0.0029336311539469584
233,2020-12-03,119.45429229736328,120.27047227200518,118.74498667961886,120.0178419599632,78967600,-0.0011376116471221165
234,2020-12-04,118.78385925292967,119.3765645833526,118.07455360054388,119.12393425897255,78260400,-0.005612465082164397
235,2020-12-07,120.24131774902344,121.03806800243322,118.78384723085344,118.84214367939516,86712000,0.012269836198791628
236,2020-12-08,120.85346221923828,121.43645640289948,119.6000365852931,120.84375108576852,82225500,0.005090966081164883
237,2020-12-09,118.3271713256836,122.37893756571138,117.56928784632052,120.99920059491816,115089200,-0.020903752752832072
238,2020-12-10,119.74578857421876,120.35793100204792,116.74340254220034,117.08347755039478,81312200,0.011988939080023853
239,2020-12-11,118.93932342529295,119.27939842297664,117.13205925122674,118.95875310526962,86939800,-0.006734810121743484
240,2020-12-14,118.3271713256836,119.85265683014164,118.09397811966689,119.12392157489586,79184500,-0.005146759557564273
241,2020-12-15,124.25421142578124,124.27364851643785,120.61053530086464,120.8145802742906,157243700,0.050090271183649504
242,2020-12-16,124.18621063232422,124.73033062366706,122.9716517851633,123.79755773169585,98208600,-0.0005472715385396176
243,2020-12-17,125.05098724365234,125.90604149372504,124.40969655609784,125.24531371153456,94359800,0.006963547779780921
244,2020-12-18,123.06881713867188,125.43963827870924,122.54412684965976,125.30360828671483,192541500,-0.01585089529216077
245,2020-12-21,124.59431457519533,124.67204812925546,119.94984220975748,121.4753279960592,121251600,0.0123954830475419
246,2020-12-22,128.14083862304688,130.5991048748753,125.97405467288996,127.87848972538272,168904800,0.028464573684147787
247,2020-12-23,127.24691009521484,128.67521768491736,127.0720059084982,128.4128836440795,88223700,-0.006976140763849004
248,2020-12-24,128.228271484375,129.67603102914552,127.3829432351903,127.5967067874694,54930100,0.007712261055500935
249,2020-12-28,132.81442260742188,133.44598718799116,129.7245776284665,130.19097883452193,124486200,0.03576552245427189
250,2020-12-29,131.04603576660156,134.85489050709643,130.53106400488656,134.13588116304936,121047300,-0.013314719938567032
251,2020-12-30,129.9286651611328,132.13430846309575,129.61773093964035,131.73592955161843,96452100,-0.008526550222845652
